index,recipe_name,sentence1,sentence2,label
3826,Spinach_and_mango_salad_recipe_-_All_recipes_UK,"In a small bowl, mix red wine vinegar, balsamic vinegar, olive oil, mustard, tarragon, salt and pepper.",Arrange almonds in a single layer on a baking tray.,0
3827,Simple_no_fuss_bread_and_butter_pudding_recipe_-_All_recipes_UK,Mix the milk and eggs together and whisk.,"Butter 5 slices of bread, cut in half.",0
3828,family-friendly-cottage-pie,Drain the potatoes and mash with milk and butter.,Once soft add the mince and fry until browned.,0
3829,beef-rolls-with-mushroom-stuffing,"( If your frying pan is not big enough, transfer the vegetables and beef olives to a large flameproof casserole.","Divide the stuffing equally among them, then roll up each slice around the stuffing and secure in place with wooden cocktail sticks.",0
3830,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,"Once melted, add the flour and stir constantly for 2 minutes.",Drain.,0
3831,warm-potato-salad-with-mackerel,Add the lemon zest and juice and chives to the bowl and mix well.,"Cover with boiling water from the kettle, return to the boil and simmer for 15 minutes or until the potatoes are just tender.",0
3832,Melt_in_the_middle_chocolate_pudding_cakes_recipe_-_All_recipes_UK,"Whisk the egg, egg yolk and sugar with an electric mixer until well mixed.",Break the chocolate into squares and melt it with the butter in a bowl over a saucepan of hot water.,0
3833,mango-crumble,Cut in cold butter until mixture resembles coarse crumbs.,Preheat the oven to 180 C / Gas 4.,0
3834,Chocolate_cake_with_chocolate_buttercream_recipe_-_All_recipes_UK,"To make the icing, use the second set of ingredients.",Preheat oven to 180 C / Gas 4.,0
3835,family-friendly-cottage-pie,In a deep baking dish place the meat mixture and smooth out.,Do not drain the water.,0
3836,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,( See picture ),"Turn the dough out into a bowl, cover and leave in a warm until the dough doubles in size, about 30 minutes.",0
3837,quick-mince-hotpot,Top the mince with sliced potatoes and drizzle with olive oil.,Preheat the oven to 180 C / Gas 4.,0
3838,family-friendly-cottage-pie,Add peas and the carrots along with the water they were cooked in to the beef mixture.,Bring to the boil and cook till tender.,0
3839,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,Put the egg whites in a large bowl and whisk until they form stiff peaks.,Leave to cool.,0
3840,No_pastry_apple_pie_recipe_-_All_recipes_UK,"In a medium bowl, mix 200g sugar with the melted margarine.",Sprinkle with cinnamon and 1 teaspoon sugar.,0
3841,spinach-and-salmon-timbales,Melt the butter in a small saucepan.,Divide the salmon mixture evenly among the ramekins.,0
3842,Chocolate_fairy_cakes_recipe_-_All_recipes_UK,Set aside.,Preheat the oven to 180 degrees C (gas mark 4).,0
3843,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"To make icing: In a saucepan, combine the milk and flour.",Make a paste with the cocoa and food colouring.,0
3844,delicious-vanilla-cupcakes,"( If the mixture is too thick, you can add a bit of milk.",Line a cupcake tin with paper cases.,0
3845,creamy-chicken-and-sweetcorn-soup,"In a large saucepan over medium heat, melt butter.",Place chicken carcass (and any leftover skin and meat and other bones) in a large pot and cover with cold water.,0
3846,apple-flapjack,"In a large bowl mix together oats, flour, cinnamon and coarsely grated apples.",Line a small shallow baking tray with baking parchment.,0
3847,spinach-and-salmon-timbales,Drain well.,"Drain on a clean tea-towel, in a single layer, then cut each sheet of lasagne in half lengthways.",0
3848,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,Stir in 2/3 of the grated Cheddar cheese and stir until melted.,"In a medium frying pan, saute the chopped onion and garlic.",0
3849,malteaser-cake-bake,Eat and enjoy.,.,0
3850,moules,This part may be done a couple of hours ahead of time if the mussels are stored in a cool place.,Soak them in cold water while doing so.,0
3851,pete-s-pulled-pork--slow-cooker-style,"Watch your nose, a sniff of all that boiling vinegar will wake you up!",Add the oil to a large frying pan and brown the pork shoulder on all sides.,0
3852,vanilla-cupcakes-with-vanilla-buttercream,For the buttercream: Beat the butter for 2-3 minutes until fluffy.,"Mix the cornflour, plain flour, baking powder, sugar and salt in large bowl with a spatula.",0
3853,tuna-cream-cheese-pasta-bake,Bring a saucepan of lightly salted water to the boil over a high heat.,Preheat the oven to 180 C / Gas 4.,0
3854,pete-s-pulled-pork--slow-cooker-style,The oil can be a bit spitty but I think it was worth it for the extra flavour.,Add the oil to a large frying pan and brown the pork shoulder on all sides.,0
3855,spinach-and-salmon-timbales,"Stir in the flour, then gradually stir in the milk and bring to the boil, stirring constantly.",Drain and rinse under cold water.,0
3856,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,"Once melted, add the flour and stir constantly for 2 minutes.","Drain, crumble and set aside.",0
3857,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Pour the mixture evenly into the 2 cake tins.,Preheat oven to 180 C / Gas 4.,0
3858,pete-s-pulled-pork--slow-cooker-style,"The pork should soak all the stock up, don't add so much that it is sitting in stock.",Basically you can leave it in there for 8 to 10 hours if you want so you can do this on a work day in the morning and come home to yummy pulled pork.,0
3859,baked-onion-bhajis,"Add a little bit of water to get the correct consistency, it should be wet and easy to stir, but not sloppy.",Preheat the oven to 200 C / Gas 6.,0
3860,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,Stir until the sugar and butter are melted.,"Turn the dough out into a bowl, cover and leave in a warm until the dough doubles in size, about 30 minutes.",0
3861,sicilian-braccialoni,"Add spaghetti and cook until tender, about 7 minutes.",Heat 2 tablespoons of olive oil in a large saucepan or stock pot over medium-high heat.,0
3862,egg-and-bacon-breakfast-parcels,Gently press butter side down into 6 individual mini-loaf tins or muffin tin to make six surprises.,"Chop the onion, bacon, mushroom and chorizo.",0
3863,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,Sprinkle with the rest of the Cheddar and mozzarella cheeses.,Preheat oven to 180 C / Gas 4.,0
3864,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"Once balls are entirely covered in turkey, place in freezer for 30mins (fridge for an hour or so) until set.",Remember it will thicken as it chills.,0
3865,kwarezimal,Sift together the self-raising flour and the wholemeal flour in a bowl.,Heat and melt the margarine in a saucepan.,0
3866,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Heat the oil in a large flameproof casserole over a moderately high heat.,Remove the beef from the marinade and pat dry on kitchen paper.,0
3867,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,The cake can be kept in an airtight tin for up to 2 days.,"Finely chop the oranges in a food processor or blender, or with a large knife.",0
3868,cj-s-chicken-in-a-white-wine-and-cream-sauce,"if yIu think it needs more garlic or wine, then add some!",Add black pepper to suit yourself.,0
3869,Perfect_apple_crumble_recipe_-_All_recipes_UK,Set the temperature of the oven to 150 C / gas 2.,The apples should be soft but not purÃ©ed.,0
3870,mango-guacamole,repeat with remaining avocados.,Combine the onion and the juice of 2 limes in a small bowl;,0
3871,favourite-meatloaf,Press the brown sugar in the bottom of the tin and spread the ketchup over the sugar.,Preheat oven to 180 degrees C.,0
3872,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","About 25 minutes before the end of the cooking time, quarter and core the apples but do not peel them.","Preheat the oven to 160C (325F, gas mark 3).",0
3873,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Add the beef and brown on all sides.,Put the button onions in a bowl and pour over enough boiling water to cover.,0
3874,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,"Now to prep the vegetables; finely slice the onions, finely chop the garlic and cut the potatoes, carrots and leeks into roughly the same larger cuts.",Pre-heat the oven to 170 C / Gas 3.,0
3875,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Set aside.,",",0
3876,vanilla-custard,"Bring the remaining milk, whipped cream, vanilla seeds, scraped vanilla bean, sugar and salt to the boil in a pan.","Beat together 90ml of the milk, cornflour and egg yolks.",0
3877,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Season with salt and pepper, remove the bay leaf and set aside.",Season with salt and a little nutmeg then bring to boil,0
3878,spinach-and-salmon-timbales,"Stir in the lime juice, herbs, cream and seasoning to taste.",Drain and rinse under cold water.,0
3879,cj-s-chicken-in-a-white-wine-and-cream-sauce,"if yIu think it needs more garlic or wine, then add some!",Return the pan to a low heat and reduce the cream at a gentle simmer.,0
3880,malteaser-cake-bake,.,"After a couple of minutes take off the heat and add the finely crushed biscuits, stir well.",0
3881,delicious-vanilla-cupcakes,Line a cupcake tin with paper cases.,Preheat 180 C / Gas 4.,0
3882,beef-rolls-with-mushroom-stuffing,"( If your frying pan is not big enough, transfer the vegetables and beef olives to a large flameproof casserole.",Heat the 2 tbsp of oil for the stuffing in a large frying pan over a moderate heat.,0
3883,salmon-fillet-in-a-lemon-thyme-cream-sauce,"Just prior to serving stir through the cream and capers, if using.",The time this takes will depend on the thickness of the salmon fillet.,0
3884,Walnut_and_Sultana_Spice_Cake_recipe_-_All_recipes_UK,Preheat the oven to 180 C / Gas 4.,Grease a 25cm bundt or fluted cake ring tin.,0
3885,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,"Drain and refresh in cold water, then drain again.","Cut the meat, across the grain, into 5cm wide pieces, and then cut each piece into wafer-thin strips.",0
3886,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,( If mixture is too dry add a little bit of water.,"Press stale bread with a rolling pin, until crumbs are formed.",0
3887,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Add the mixed minced beef and/or pork and a bay leaf; stir.,cook for only a couple of minutes.,0
3888,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,"Grab a large bowl and sift in 9oz of plain flour then add 2 teaspoons of baking powder, 1 teaspoon of salt and the finely chopped parsley.",Once the sausages are browned all over place in a casserole dish.,0
3889,Perfect_apple_crumble_recipe_-_All_recipes_UK,"Mix the flour, remaining sugar and the butter with your fingers in a bowl until it becomes like a breadcrumb consistency.","Allow to stew gently for half an hour, stirring occasionally with a wooden spoon.",0
3890,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,"When cool enough to handle, peel off the skins.","Pour over the wine, then cover and leave to marinate in the fridge for 8 hours or overnight.",0
3891,spinach-and-salmon-timbales,Remove from the heat.,Cut the salmon into 1 cm (1/2 in) dice and mix with the remaining ricotta cheese and beaten egg.,0
3892,layered-chicken-enchiladas,Dip 1 tortilla in enchilada sauce mixture and place in the bottom of a large baking dish.,"Whisk honey, lime juice, chilli powder and garlic together in a bowl;",0
3893,Lemon_mackerel_pâté_recipe_-_All_recipes_UK,"For a smooth version, combine the ingredients in a food processor and process.",This will make a coarse-textured pÃ¢tÃ©.,0
3894,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,"In a medium frying pan, saute the chopped onion and garlic.",Cook over medium high heat until evenly brown.,0
3895,family-friendly-cottage-pie,Sprinkle over the flour and stir well until there are no lumps of flour.,Place the potatoes in a pan of water.,0
3896,spinach-and-salmon-timbales,Remove from the heat.,"Preheat the oven to 200°C (400°F, gas mark 6).",0
3897,japanese-chicken-and-tofu-burgers,"Cook for 5 minutes, flip them over.",Get your hands dirty!,0
3898,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Put the remaining 1 tablespoon of olive oil in the hot pan and saute the sliced onion and green pepper until tender.,Set aside.,0
3899,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,"In a small bowl, whisk egg and water to form an egg wash.",Add onions and mushrooms.,0
3900,cj-s-chicken-in-a-white-wine-and-cream-sauce,it's all in the taste.,"Deglaze the pan with a little of the wine, remove from the heat, and add half of the cream.",0
3901,egg-and-bacon-breakfast-parcels,Longer if you prefer your egg yolks cooked through rather than runny.,"Chop the onion, bacon, mushroom and chorizo.",0
3902,the-best-ever--on-this-earth--chewy-brownies,Stir in vanilla.,set aside.,0
3903,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Set aside.,Add the mixed minced beef and/or pork and a bay leaf; stir.,0
3904,Walnut_and_Sultana_Spice_Cake_recipe_-_All_recipes_UK,Pour mixture into greased tin.,Preheat the oven to 180 C / Gas 4.,0
3905,spinach-and-salmon-timbales,"Stir in the lime juice, herbs, cream and seasoning to taste.","Drain on a clean tea-towel, in a single layer, then cut each sheet of lasagne in half lengthways.",0
3906,egg-and-bacon-breakfast-parcels,Spoon one tablespoon of cr竪me fra樽che into each unit and divide the fried onion mixture between the six units.,Preheat the oven to approx 200 C / Gas 6.,0
3907,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,Preheat the oven to 230 C / Gas 8.,"Meanwhile, prepare the filling by heating butter, brown sugar, spice, fruits, apricots and water in a pan.",0
3908,veggie-burgers,Split the burger buns in half horizontally and toast the cut sides.,"Add the carrots and courgettes, and fry for a further 10 minutes, stirring, until the vegetables have softened.",0
3909,dal-fritters,This should give you a consistency of couscous.,Drain and wash dal and add to pan of boiling water.,0
