index,recipe_name,sentence1,sentence2,label
3455,walnut-biscotti-with-coconut,Divide dough into 2 pieces.,"In a medium bowl, cream together the sugar and butter.",1
3456,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,Bake for 50-55 minutes or until the cake is golden and a skewer inserted in the centre comes out clean.,"Stir in 3 spoonfuls of the whisked egg white to loosen the mixture, then gently fold in the remaining whites with a large metal spoon.",1
3457,Walnut_and_Sultana_Spice_Cake_recipe_-_All_recipes_UK,Grease a 25cm bundt or fluted cake ring tin.,"In a small bowl, thoroughly mix the passata and bicarbonate of soda.",1
3458,japanese-chicken-and-tofu-burgers,"To serve, pour the mixture over the burgers and put shiso leaves on top.",Combine tofu and mince in a large bowl.,1
3459,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,Transfer the mixture to the prepared tin and level the top.,Leave to cool.,1
3460,Perfect_apple_crumble_recipe_-_All_recipes_UK,Spoon a helping of crumble into a dish and serve with cream or ice cream.,Put the apples into the serving dish and allow to cool.,1
3461,spiced-chocolate-courgette-cake,Bake in a preheated 170 C / Gas 3 oven for 45 minutes.,Blend well.,1
3462,coriander-chicken,"Mix well and pour over the chicken, then cover the baking dish with aluminium foil.",Combine the garlic and ginger and rub over the chicken.,1
3463,beef-barley-and-mushroom-soup,Serve immediately.,Brown stewing beef in vegetable oil over medium heat until juices become a rich brown colour.,1
3464,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,"Pour in the water, and bring to the boil.",Saut辿 onions until they start to brown.,1
3465,walnut-biscotti-with-coconut,Cool and store in an airtight container.,Divide dough into 2 pieces.,1
3466,glazed-beef-meatloaf,"Remove from the oven, let stand for at least 5 minutes.","Stir together the tomato ketchup, caster sugar, stock granules, water, paprika and chilli powder.",1
3467,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","Heat the oil in a flameproof casserole, add the pork and fry, stirring frequently, for 5 minutes or until browned on all sides.","Preheat the oven to 160C (325F, gas mark 3).",0
3468,oriental-chicken-noodle-soup,Leave the pan of stock on the heat.,"Lift out the chicken, using a draining spoon, put onto a chopping board and allow to cool.",0
3469,creamy-chicken-and-sweetcorn-soup,"In a large saucepan over medium heat, melt butter.",Remove chicken meat from carcass and chop into bite-size pieces.,0
3470,vodka-penne,Drain well in a sieve set in the sink.,"Add the garlic and crushed chilli and cook, stirring, for an additional minute.",0
3471,egg-and-bacon-breakfast-parcels,Don't worry if it leaks a bit.,Remove from oven.,0
3472,"Best_big,_fat,_chewy_chocolate_chip_cookies_recipe_-_All_recipes_UK","Beat in the vanilla, egg and egg yolk until light and creamy.",Preheat the oven to 170 C / Gas mark 3.,0
3473,malteaser-cake-bake,.,Crush apx.,0
3474,White_chocolate_chip_cookies_recipe_-_All_recipes_UK,Drop by rounded teaspoonfuls onto ungreased baking trays.,Preheat the oven to 180 C / Gas mark 4.,0
3475,malteaser-cake-bake,An hour or two later.,"After a couple of minutes take off the heat and add the finely crushed biscuits, stir well.",0
3476,sweet-potato-and-bean-soup,Add the butter beans to the soup.,Set aside.,0
3477,moules,Any shells that do not close when you tap them have to be thrown out.,"To prepare the mussels, scrape off anything living on the outside of the shells, and pull out the dark hairs (the beard) coming out of the side of the shells.",0
3478,moules,Any shells that do not close when you tap them have to be thrown out.,The shells are usually closed when you buy them.,0
3479,peach-pudding,The meringue should be lovely and white.,Place the peaches in the bottom of an ovenproof baking dish.,0
3480,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Pre-heat oven to 180 C / Gas 4.,"Roll mixture into small balls (1/2 "" across max) and place in fridge to set for 1 hour, or until firm.",0
3481,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,"Do this in batches, if necessary, so the pan is not overcrowded.","When cool enough to handle, peel off the skins.",0
3482,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"In a large bowl, cream together the butter and sugar until light and fluffy.",Set aside.,0
3483,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,Make a well in the centre of the dry mix and gradually add some milk until the mixture forms into a dough consistency.,Once the sausages are browned all over place in a casserole dish.,0
3484,creamy-lemon-chicken,"While chicken breasts are cooking, make pasta according to package directions.","Bring sauce to a boil, reduce heat to medium low.",0
3485,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Add onions and cook until soft and lightly browned.,Remember it will thicken as it chills.,0
3486,Moist_garlic_roasted_chicken_recipe_-_All_recipes_UK,"Season the chicken with salt and pepper, stuff with half of the lemon slices and place breast side up in the middle of the paper.",Preheat oven to 160 degrees C / gas mark 3.,0
3487,coriander-chicken,"In a separate small bowl, combine the cashews with the cream.","Meanwhile, place the coriander, cumin, chilli and lemon juice in a blender and purée until smooth, adding some water if necessary.",0
3488,moules,Do not panic if they open under water!,Soak them in cold water while doing so.,0
3489,oriental-chicken-noodle-soup,"Break the noodles into the hot stock, then add the baby sweetcorn, mushrooms, soy sauce and coconut milk.","Lift out the chicken, using a draining spoon, put onto a chopping board and allow to cool.",0
3490,coriander-chicken,Combine the garlic and ginger and rub over the chicken.,Preheat oven to 180 C / Gas mark 4.,0
3491,Chocolate_cake_with_chocolate_buttercream_recipe_-_All_recipes_UK,Cream butter until light and fluffy.,"In a medium bowl, stir together the sugar, flour, cocoa, bicarb, baking powder and salt.",0
3492,victoria-sponge-cake-with-buttercream,"For the filling: place butter in a bowl and beat for 5 minutes, till very pale and fluffy.",Place onto a wire rack.,0
3493,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,Make a well in the centre of the dry mix and gradually add some milk until the mixture forms into a dough consistency.,Add all the vegetables to the same frying pan and get a little colour on them.,0
3494,nan-s-homemade-biscuits,Mix well until you get a nice smooth paste.,Pre-heat oven to 180 C / Gas 4.,0
3495,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,"Gradually whisk in half the caster sugar, then whisk for 1 minute.","Add 1 tbsp water, then cover and cook gently for 30 minutes or until the oranges are soft and excess liquid has evaporated.",0
3496,amy-s-creamy-chicken-and-tarragon-tagliatelle,"If it gets too thick, add a small amount of water.",Allow this to simmer slowly for 15 to 20 minutes stirring occasionally.,0
3497,spinach-and-salmon-timbales,"Stir in the fennel or dill, grated lime zest and seasoning to taste until thoroughly combined.","Add half of the beaten egg, the nutmeg and seasoning to taste, and mix thoroughly.",0
3498,Sweet_and_Spicy_Pork_Stir_Fry_with_Chinese_Noodles_recipe_-_All_recipes_UK,"Stir in 3 tablespoons sweet chilli sauce, cabbage, celery, carrots and peppers; cook and stir until vegetables are completely heated, about 5 minutes.",Fill a large pot with lightly salted water and bring to a rolling boil over high heat.,0
3499,thai-omelette,Heat oil in a large frying pan or wok over medium high heat.,Whisk together eggs and fish sauce.,0
3500,penne-pasta-with-four-cheeses,"In a large non-stick pan, melt all the cheeses and mix them with the milk.",Add pasta and cook for 8 minutes.,0
3501,amy-s-creamy-chicken-and-tarragon-tagliatelle,Have a pan of boiling salted water ready towards the end of the cooking for the pasta.,Add the onions and fry for 5 minutes.,0
3502,kahlua-bread-pudding,Sprinkle mixture all over.,Preheat oven to 180 C / Gas 4.,0
3503,vanilla-cupcakes-with-vanilla-buttercream,Stir in butter cubes until they are well coated with the flour.,Preheat oven to 160 C / Gas 2.,0
3504,kwarezimal,"Next, add all the remaining kwarezimal ingredients to the flour mixture.",Line baking trays with baking parchment.,0
3505,glazed-beef-meatloaf,Place meat mixture into a loaf tin and cover with foil.,Preheat oven to 180 C / Gas 4.,0
3506,peach-pudding,Place egg whites in a bowl and add yolks to the heating pan and mix well.,Place the peaches in the bottom of an ovenproof baking dish.,0
3507,Spanish_style_chicken_stew_recipe_-_All_recipes_UK,Preheat oven to 200 degrees C / gas mark 6.,"Stir in carrots and potatoes, then place chicken thighs skin-side up on top of the vegetables.",0
3508,Carrot_cake_recipe_-_All_recipes_UK,Stir in chopped pecans.,Stir in carrots and fold in pecans.,0
3509,Italian_style_pizza_recipe_-_All_recipes_UK,Roll out as thinly as possible.,"For the sauce, crush or very finely slice the garlic and add to the sieved tomatoes and oil.",0
3510,oriental-chicken-noodle-soup,Meanwhile cut the chicken into fine shreds.,"Bring the pan back to simmering temperature, then cook for 3 minutes.",0
3511,pork-chops-with-normandy-sauce,"Add the thyme, cider, honey, brandy, salt and pepper; transfer to the casserole.",Preheat the oven to 200 C / Gas mark 6.,0
3512,kwarezimal,Add the bran from the wholemeal flour back to the flours mixture.,Heat and melt the margarine in a saucepan.,0
3513,veal-sweetbreads-with-morel-mushrooms,Saute the shallots for 5 minutes or until soft.,Heat 1/2 the butter in a frying pan over medium heat.,0
3514,Chocolate_cake_with_chocolate_buttercream_recipe_-_All_recipes_UK,Stir in the cocoa and icing sugar alternately with the milk and vanilla.,Stir in the boiling water by hand.,0
3515,cheese-and-broccoli-calzones,Brush top lightly with olive oil.,Preheat oven to 260 degrees C.,0
3516,aniseed-pizzelle,"Preheat a pizzelle iron, and coat lightly with oil.","In a large bowl, whisk together eggs, sugar, vegetable oil, aniseed oil and whisky until well blended.",0
3517,"Best_big,_fat,_chewy_chocolate_chip_cookies_recipe_-_All_recipes_UK","In a medium bowl, cream together the melted butter, brown sugar and caster sugar until well blended.",Grease baking trays or line with parchment.,0
3518,family-friendly-cottage-pie,In a deep baking dish place the meat mixture and smooth out.,Bring to the boil and cook till tender.,0
3519,family-friendly-cottage-pie,Sprinkle over the flour and stir well until there are no lumps of flour.,Add water to just cover the carrots.,0
3520,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,Bring a large pot of lightly salted water to the boil.,Preheat oven to 180 C / Gas 4.,0
3521,italian-chocolate-salami,Cut a large rectangular piece of baking parchment.,Mix all ingredients to get a wet but stiff mixture.,0
3522,kahlua-bread-pudding,Boil for 1 minute.,Toss bread with melted butter and place half of them in prepared baking dish.,0
3523,spinach-and-salmon-timbales,"Stir in the flour, then gradually stir in the milk and bring to the boil, stirring constantly.",Divide the salmon mixture evenly among the ramekins.,0
3524,Italian_style_pizza_recipe_-_All_recipes_UK,Repeat with the other dough balls.,"10 minutes before the dough is done, turn your oven on as hot as it will go and allow it to heat up fully.",0
3525,dal-fritters,This should give you a consistency of couscous.,Soak chana dal for 4 hours.,0
3526,mint-roasted-rack-of-lamb,"In a bowl, combine 3 tablespoons oil with the the rosemary, garlic and 2 tablespoons mint sauce.",Start out with your lamb at or near room temperature as this will help to ensure a more even cook throughout.,0
3527,Carrot_cake_recipe_-_All_recipes_UK,"To Make topping: In a medium bowl, combine butter, cream cheese, icing sugar and 1 teaspoon vanilla.",Pour into the prepared tin.,0
3528,glazed-beef-meatloaf,"To make the meatloaf: Mix together the beef, milk, egg, stock granules, ground pepper, paprika, chilli powder, onion and tomato ketchup.",Preheat oven to 180 C / Gas 4.,0
3529,victoria-sponge-cake-with-buttercream,Continue till smooth.,"Beat in the eggs, one at a time, and stir in the vanilla.",0
3530,aubergine-and-tomato-chutney,Remove and bring to room temperature before serving.,You may need to adjust vinegar/sugar to suit personal taste.,0
3531,indian-saffron-rice,"For best results, do not remove the lid while the rice is cooking.",Steep the saffron in 125ml boiling water.,0
3532,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Set aside.,"In a pot melt the butter, add the flour and then pour the milk stirring constantly to avoid lumps.",0
3533,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Repeat with the remaining ingredients.,"In a clean, heavy frying pan, heat one flour tortilla.",0
3534,Melt_in_the_middle_chocolate_pudding_cakes_recipe_-_All_recipes_UK,"Dust well with the cocoa powder, then shake off any excess.","Whisk the egg, egg yolk and sugar with an electric mixer until well mixed.",0
3535,malteaser-cake-bake,.,"Add, butter, golden syrup and milk chocolate into a pan and place over a low heat.",0
3536,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,"Bring to the boil, then cover and simmer for 8-10 minutes or until carrots are tender.",Preheat oven to 180 C / Gas 4.,0
